date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-02-08,12,1,0.0,10.8,3,3,24,04:05 AM,01:46 PM,07:45 AM,06:27 PM,1,4,6,4,11,15,74,0.0,1015,12,8,292,6
2010-02-09,9,1,0.0,10.1,2,2,16,04:55 AM,02:40 PM,07:44 AM,06:28 PM,1,3,5,3,12,48,79,1.8,1013,9,10,222,8
2010-02-10,11,2,0.0,10.9,3,3,9,05:39 AM,03:37 PM,07:43 AM,06:29 PM,1,4,5,4,12,22,75,0.1,1016,11,10,261,7
2010-02-11,14,1,0.0,10.9,3,3,1,06:16 AM,04:34 PM,07:42 AM,06:30 PM,0,5,6,5,15,9,66,0.0,1020,14,10,254,8
2010-02-12,14,2,0.0,10.9,3,3,0,06:49 AM,05:32 PM,07:41 AM,06:31 PM,-0,5,7,5,15,6,63,0.0,1021,14,10,298,8
2010-02-13,18,3,0.0,10.9,3,3,0,07:18 AM,06:29 PM,07:40 AM,06:32 PM,1,8,10,8,12,3,59,0.0,1019,18,10,228,6
2010-02-14,19,6,0.0,10.9,4,4,0,07:45 AM,07:25 PM,07:39 AM,06:33 PM,2,10,11,10,12,8,58,0.0,1019,19,10,246,7
2010-02-15,19,5,0.0,11.0,4,4,6,08:10 AM,08:20 PM,07:38 AM,06:34 PM,1,10,11,10,12,6,55,0.0,1017,19,10,201,7
2010-02-16,19,6,0.0,11.0,4,4,13,08:35 AM,09:17 PM,07:37 AM,06:35 PM,0,11,11,11,14,15,48,0.0,1016,19,10,133,8
2010-02-17,19,7,0.0,11.0,4,4,21,09:01 AM,10:14 PM,07:36 AM,06:36 PM,1,11,12,11,12,16,52,0.0,1015,19,10,179,7
2010-02-18,19,6,0.0,10.1,4,4,29,09:29 AM,11:14 PM,07:35 AM,06:37 PM,-0,10,12,10,20,21,47,0.0,1012,19,10,279,12
2010-02-19,13,6,0.0,11.0,3,3,36,10:00 AM,No moonset,07:34 AM,06:38 PM,2,7,9,7,23,36,64,0.0,1010,13,10,240,16
2010-02-20,12,5,0.0,11.1,3,3,44,10:36 AM,12:15 AM,07:33 AM,06:39 PM,1,5,8,5,22,25,65,0.5,1010,12,9,264,16
2010-02-21,10,3,0.0,11.1,3,3,51,11:20 AM,01:19 AM,07:31 AM,06:40 PM,2,3,6,3,26,38,74,0.2,1014,10,9,263,19
2010-02-22,10,1,0.0,11.1,3,3,59,12:11 PM,02:22 AM,07:30 AM,06:41 PM,-6,3,5,3,17,21,51,0.1,1019,10,10,175,12
2010-02-23,13,-1,0.0,11.1,3,3,66,01:12 PM,03:23 AM,07:29 AM,06:42 PM,-9,5,6,5,11,23,38,0.0,1024,13,10,152,7
2010-02-24,12,6,0.0,8.6,3,3,74,02:20 PM,04:19 AM,07:28 AM,06:43 PM,3,5,8,5,24,52,69,0.5,1019,12,8,257,16
2010-02-25,18,3,0.0,11.2,3,3,81,03:33 PM,05:10 AM,07:27 AM,06:44 PM,0,8,9,8,13,17,57,0.0,1021,18,10,185,8
2010-02-26,16,6,0.0,11.2,4,4,89,04:48 PM,05:53 AM,07:25 AM,06:45 PM,-2,9,10,9,15,38,44,0.0,1017,16,10,115,10
2010-02-27,11,4,0.0,11.2,3,3,97,06:02 PM,06:31 AM,07:24 AM,06:46 PM,4,6,7,6,13,45,82,8.7,1006,11,9,218,9
2010-02-28,16,4,0.0,11.2,3,3,100,07:15 PM,07:06 AM,07:23 AM,06:47 PM,2,8,9,8,11,10,65,0.0,1013,16,10,311,7
2010-03-01,15,5,0.0,11.3,3,3,100,08:27 PM,07:40 AM,07:22 AM,06:48 PM,-0,8,9,8,14,20,54,0.0,1018,15,10,127,9
2010-03-02,13,4,0.0,11.3,3,3,85,09:38 PM,08:12 AM,07:20 AM,06:48 PM,2,6,8,6,16,19,70,0.1,1016,13,10,231,11
2010-03-03,13,4,0.0,11.3,3,3,78,10:47 PM,08:46 AM,07:19 AM,06:49 PM,2,5,8,5,23,29,69,0.1,1014,13,10,248,16
2010-03-04,9,1,0.0,11.3,2,2,71,11:54 PM,09:23 AM,07:18 AM,06:50 PM,-2,1,5,1,24,19,66,1.6,1015,9,10,280,18
2010-03-05,13,-1,0.0,11.4,3,3,63,No moonrise,10:04 AM,07:16 AM,06:51 PM,-3,5,6,5,16,20,55,0.0,1015,13,10,136,10
2010-03-06,11,4,0.0,10.1,3,3,56,12:58 AM,10:50 AM,07:15 AM,06:52 PM,-1,6,7,6,14,49,59,0.4,1009,11,9,127,8
2010-03-07,11,3,0.0,11.4,3,3,49,01:58 AM,11:40 AM,07:14 AM,06:53 PM,2,5,7,5,14,41,73,1.1,1010,11,9,293,10
2010-03-08,12,4,0.0,11.4,3,3,42,02:50 AM,12:34 PM,07:12 AM,06:54 PM,3,4,7,4,23,27,77,0.1,1015,12,10,271,16
2010-03-09,6,-1,0.1,11.4,2,2,34,03:36 AM,01:31 PM,07:11 AM,06:55 PM,-3,-2,2,-2,26,14,70,0.8,1016,6,10,286,20
2010-03-10,9,-1,0.0,11.5,2,2,27,04:16 AM,02:28 PM,07:10 AM,06:55 PM,-3,-1,3,-1,26,6,66,0.0,1016,9,10,281,18
2010-03-11,14,-1,0.0,11.5,3,3,20,04:50 AM,03:26 PM,07:08 AM,06:56 PM,-8,5,6,5,9,0,46,0.0,1021,14,10,161,5
2010-03-12,18,1,0.0,11.5,3,3,12,05:21 AM,04:22 PM,07:07 AM,06:57 PM,-5,8,9,8,16,9,42,0.0,1018,18,10,267,10
2010-03-13,11,4,0.0,11.5,3,3,5,05:49 AM,05:19 PM,07:05 AM,06:58 PM,-1,4,7,4,23,14,61,0.1,1015,11,10,248,16
2010-03-14,15,1,0.0,11.6,3,3,0,06:14 AM,06:14 PM,07:04 AM,06:59 PM,-12,6,7,6,16,2,27,0.0,1020,15,10,76,9
2010-03-15,18,3,0.0,11.6,4,4,0,06:40 AM,07:11 PM,07:03 AM,07:00 PM,-6,9,10,9,16,1,33,0.0,1024,18,10,63,10
2010-03-16,21,8,0.0,11.6,4,4,2,07:06 AM,08:08 PM,07:01 AM,07:00 PM,-3,13,14,13,18,0,32,0.0,1024,21,10,48,12
2010-03-17,23,8,0.0,11.6,4,4,9,07:34 AM,09:08 PM,07:00 AM,07:01 PM,-4,14,15,14,15,10,31,0.0,1018,23,10,124,9
2010-03-18,24,9,0.0,11.6,4,4,16,08:04 AM,10:09 PM,06:58 AM,07:02 PM,-3,14,15,14,18,1,33,0.0,1012,24,10,303,11
2010-03-19,24,5,0.0,11.6,4,4,24,08:38 AM,11:12 PM,06:57 AM,07:03 PM,-11,13,13,13,13,0,20,0.0,1016,24,10,242,7
2010-03-20,22,6,0.0,11.6,4,4,31,09:20 AM,No moonset,06:55 AM,07:04 PM,-7,13,13,13,16,15,26,0.0,1021,22,10,115,10
2010-03-21,23,6,0.0,7.6,3,3,38,10:07 AM,12:14 AM,06:54 AM,07:05 PM,-8,13,14,13,15,41,24,0.0,1020,23,10,150,9
2010-03-22,21,7,0.0,11.6,4,4,46,11:03 AM,01:15 AM,06:53 AM,07:05 PM,-8,12,13,12,23,15,24,0.0,1014,21,10,272,14
2010-03-23,19,6,0.0,11.6,4,4,53,12:06 PM,02:11 AM,06:51 AM,07:06 PM,-9,11,12,11,12,2,29,0.0,1016,19,10,111,8
2010-03-24,22,3,0.0,11.6,4,4,60,01:15 PM,03:02 AM,06:50 AM,07:07 PM,-11,11,12,11,17,14,22,0.0,1017,22,10,198,10
2010-03-25,17,6,0.0,11.6,3,3,67,02:26 PM,03:47 AM,06:48 AM,07:08 PM,-3,7,10,7,31,5,44,0.0,1016,17,10,269,22
2010-03-26,17,4,0.0,11.6,3,3,75,03:39 PM,04:25 AM,06:47 AM,07:09 PM,-4,7,9,7,22,1,45,0.0,1019,17,10,284,15
2010-03-27,17,6,0.0,11.6,4,4,82,04:50 PM,05:01 AM,06:46 AM,07:10 PM,-11,9,10,9,21,3,28,0.0,1023,17,10,109,14
2010-03-28,21,5,0.0,11.6,4,4,89,06:01 PM,05:34 AM,06:44 AM,07:10 PM,-14,12,12,12,13,6,16,0.0,1022,21,10,141,8
2010-03-29,25,8,0.0,11.6,5,5,96,07:12 PM,06:07 AM,06:43 AM,07:11 PM,-8,14,15,14,23,10,21,0.0,1014,25,10,273,15
2010-03-30,20,9,0.0,11.6,4,4,100,08:23 PM,06:40 AM,06:41 AM,07:12 PM,-0,11,13,11,30,9,43,0.0,1010,20,10,260,21
2010-03-31,10,2,0.0,11.6,3,3,100,09:33 PM,07:17 AM,06:40 AM,07:13 PM,-2,3,6,3,24,25,60,0.2,1010,10,10,264,18
2010-04-01,14,1,0.0,11.6,3,3,77,10:40 PM,07:56 AM,06:38 AM,07:14 PM,-9,5,7,5,19,10,37,0.0,1014,14,10,276,13
2010-04-02,17,2,0.0,11.6,3,3,70,11:43 PM,08:41 AM,06:37 AM,07:14 PM,-5,7,9,7,19,13,41,0.0,1017,17,10,257,13
2010-04-03,17,5,0.0,11.6,3,3,62,No moonrise,09:31 AM,06:36 AM,07:15 PM,-4,7,9,7,22,15,43,0.0,1013,17,10,271,16
2010-04-04,15,3,0.0,11.6,3,3,55,12:40 AM,10:24 AM,06:34 AM,07:16 PM,-3,6,8,6,24,9,49,0.0,1012,15,10,237,17
2010-04-05,8,3,0.0,10.3,3,3,47,01:30 AM,11:22 AM,06:33 AM,07:17 PM,1,2,6,2,29,44,72,2.8,1014,8,10,264,21
2010-04-06,17,1,0.0,11.6,3,3,40,02:13 AM,12:19 PM,06:32 AM,07:18 PM,-6,7,8,7,13,2,40,0.0,1022,17,10,179,8
2010-04-07,17,6,0.0,11.6,4,4,32,02:49 AM,01:17 PM,06:30 AM,07:18 PM,-9,9,11,9,18,2,25,0.0,1021,17,10,73,12
2010-04-08,25,6,0.0,11.6,4,4,24,03:22 AM,02:14 PM,06:29 AM,07:19 PM,-6,14,14,14,15,0,26,0.0,1014,25,10,281,9
2010-04-09,24,8,0.0,11.6,4,4,17,03:50 AM,03:10 PM,06:27 AM,07:20 PM,-3,14,15,14,20,0,32,0.0,1010,24,10,252,12
2010-04-10,19,6,0.0,11.6,4,4,9,04:16 AM,04:06 PM,06:26 AM,07:21 PM,0,10,12,10,18,17,53,0.0,1012,19,10,219,12
2010-04-11,16,4,0.0,10.3,3,3,2,04:42 AM,05:03 PM,06:25 AM,07:22 PM,0,7,9,7,18,34,60,0.0,1013,16,10,196,13
2010-04-12,10,4,0.0,11.6,3,3,0,05:08 AM,06:00 PM,06:23 AM,07:22 PM,2,4,7,4,20,38,72,2.5,1012,10,10,250,15
2010-04-13,18,2,0.0,11.6,3,3,0,05:36 AM,06:59 PM,06:22 AM,07:23 PM,-3,8,9,8,13,5,51,0.0,1014,18,10,245,8
2010-04-14,19,4,0.0,10.3,4,4,0,06:05 AM,08:00 PM,06:21 AM,07:24 PM,-3,11,11,11,13,17,39,0.0,1014,19,10,254,8
2010-04-15,22,6,0.0,7.8,3,3,5,06:39 AM,09:04 PM,06:20 AM,07:25 PM,-3,13,14,13,14,47,36,0.0,1015,22,10,213,9
2010-04-16,22,8,0.0,11.6,4,4,13,07:19 AM,10:07 PM,06:18 AM,07:26 PM,-0,13,14,13,20,2,43,0.0,1015,22,10,266,13
2010-04-17,26,7,0.0,11.6,5,5,21,08:05 AM,11:09 PM,06:17 AM,07:27 PM,-3,15,15,15,16,0,32,0.0,1013,26,10,226,10
2010-04-18,26,7,0.0,11.6,5,5,28,09:00 AM,No moonset,06:16 AM,07:27 PM,-3,16,16,16,14,16,33,0.0,1011,26,10,222,9
2010-04-19,24,12,0.0,11.6,5,5,36,10:01 AM,12:07 AM,06:14 AM,07:28 PM,3,16,17,16,19,11,42,0.0,1011,24,10,241,13
2010-04-20,17,5,0.0,10.3,3,3,43,11:07 AM,12:59 AM,06:13 AM,07:29 PM,4,8,10,8,27,30,70,1.4,1010,17,10,248,19
2010-04-21,8,2,0.0,10.3,1,1,51,12:16 PM,01:44 AM,06:12 AM,07:30 PM,-0,0,4,0,24,43,72,1.2,1007,8,10,261,19
2010-04-22,12,1,0.0,11.6,3,3,58,01:26 PM,02:24 AM,06:11 AM,07:31 PM,-1,5,6,5,9,37,64,0.0,1008,12,10,225,6
2010-04-23,20,3,0.0,11.6,4,4,66,02:35 PM,02:59 AM,06:10 AM,07:31 PM,1,11,11,11,16,4,51,0.0,1014,20,10,278,11
2010-04-24,25,6,0.0,11.6,5,5,73,03:44 PM,03:32 AM,06:09 AM,07:32 PM,1,15,15,15,14,0,45,0.0,1017,25,10,264,9
2010-04-25,27,8,0.0,11.6,5,5,81,04:52 PM,04:04 AM,06:07 AM,07:33 PM,-1,17,16,17,11,0,36,0.0,1016,27,10,251,7
2010-04-26,28,10,0.0,11.6,5,5,89,06:01 PM,04:36 AM,06:06 AM,07:34 PM,-3,18,18,18,17,1,27,0.0,1012,28,10,178,11
2010-04-27,23,12,0.0,11.6,5,5,96,07:11 PM,05:11 AM,06:05 AM,07:35 PM,1,15,16,15,27,14,39,0.0,1011,23,10,258,19
2010-04-28,17,6,0.0,11.6,4,4,100,08:19 PM,05:49 AM,06:04 AM,07:36 PM,2,9,11,9,33,21,58,0.0,1011,17,10,264,26
2010-04-29,11,3,0.0,11.6,3,3,89,09:25 PM,06:31 AM,06:03 AM,07:36 PM,-3,2,6,2,24,20,56,0.1,1013,11,10,295,19
2010-04-30,17,4,0.0,11.6,3,3,81,10:26 PM,07:19 AM,06:02 AM,07:37 PM,-3,8,10,8,19,5,49,0.0,1013,17,10,267,13
2010-05-01,21,4,0.0,11.6,4,4,78,11:20 PM,08:12 AM,06:01 AM,07:38 PM,-2,11,12,11,18,2,42,0.0,1011,21,10,279,12
2010-05-02,25,7,0.0,13.4,4,4,71,No moonrise,09:09 AM,06:00 AM,07:39 PM,-3,14,15,14,15,5,37,0.0,1014,25,10,234,10
2010-05-03,26,8,0.0,13.8,5,5,64,12:06 AM,10:08 AM,05:59 AM,07:40 PM,-8,17,17,17,20,0,19,0.0,1020,26,10,154,13
2010-05-04,28,11,0.0,13.8,5,5,57,12:46 AM,11:06 AM,05:58 AM,07:40 PM,-5,17,18,17,24,0,23,0.0,1016,28,10,278,15
2010-05-05,24,10,0.0,13.8,5,5,49,01:20 AM,12:04 PM,05:57 AM,07:41 PM,-5,15,16,15,31,2,24,0.0,1011,24,10,275,22
2010-05-06,26,8,0.0,13.9,5,5,42,01:50 AM,01:01 PM,05:56 AM,07:42 PM,-7,15,15,15,19,3,23,0.0,1013,26,10,290,14
2010-05-07,26,8,0.0,13.9,5,5,35,02:17 AM,01:57 PM,05:55 AM,07:43 PM,-11,16,16,16,18,5,17,0.0,1014,26,10,174,11
2010-05-08,24,11,0.0,13.9,5,5,27,02:43 AM,02:52 PM,05:54 AM,07:44 PM,-8,15,16,15,25,8,19,0.0,1012,24,10,274,17
2010-05-09,18,6,0.0,13.9,4,4,20,03:09 AM,03:49 PM,05:53 AM,07:44 PM,-2,10,12,10,29,7,40,0.0,1012,18,10,269,22
2010-05-10,19,4,0.0,13.9,4,4,13,03:36 AM,04:47 PM,05:52 AM,07:45 PM,0,9,11,9,28,15,52,0.0,1015,19,10,264,21
2010-05-11,15,3,0.0,14.0,3,3,6,04:05 AM,05:48 PM,05:51 AM,07:46 PM,-3,5,8,5,23,7,48,0.0,1016,15,10,282,18
2010-05-12,24,4,0.0,14.0,4,4,0,04:37 AM,06:50 PM,05:51 AM,07:47 PM,-5,13,14,13,14,6,36,0.0,1014,24,10,270,9
2010-05-13,24,9,0.0,14.0,5,5,0,05:15 AM,07:55 PM,05:50 AM,07:48 PM,-7,16,16,16,16,26,22,0.0,1012,24,10,170,10
2010-05-14,28,9,0.0,14.0,5,5,1,06:00 AM,08:59 PM,05:49 AM,07:48 PM,-3,18,18,18,14,2,26,0.0,1013,28,10,221,8
2010-05-15,29,10,0.0,14.0,5,5,9,06:52 AM,10:00 PM,05:48 AM,07:49 PM,-1,19,19,19,13,4,29,0.0,1013,29,10,205,8
2010-05-16,29,11,0.0,13.4,5,5,16,07:53 AM,10:55 PM,05:48 AM,07:50 PM,-0,20,19,20,16,14,31,0.0,1011,29,10,213,11
2010-05-17,17,9,0.0,13.4,4,4,23,08:59 AM,11:43 PM,05:47 AM,07:51 PM,5,11,13,11,21,43,61,0.4,1012,17,9,245,15
2010-05-18,21,7,0.0,14.1,4,4,31,10:08 AM,No moonset,05:46 AM,07:52 PM,4,12,14,12,24,13,56,0.0,1015,21,10,263,17
2010-05-19,27,9,0.0,14.1,5,5,38,11:18 AM,12:24 AM,05:45 AM,07:52 PM,2,17,17,17,17,1,39,0.0,1015,27,10,254,12
2010-05-20,26,11,0.0,14.1,5,5,45,12:27 PM,01:01 AM,05:45 AM,07:53 PM,-0,16,16,16,27,5,37,0.0,1012,26,10,279,20
2010-05-21,22,10,0.0,14.1,4,4,52,01:35 PM,01:34 AM,05:44 AM,07:54 PM,-5,13,14,13,32,0,27,0.0,1009,22,10,277,24
2010-05-22,16,5,0.0,14.1,3,3,60,02:41 PM,02:05 AM,05:44 AM,07:54 PM,-6,6,9,6,29,1,38,0.0,1010,16,10,275,22
2010-05-23,11,3,0.0,14.1,3,3,67,03:49 PM,02:36 AM,05:43 AM,07:55 PM,-4,3,6,3,25,22,49,0.0,1011,11,10,282,19
2010-05-24,19,4,0.0,14.1,4,4,74,04:56 PM,03:09 AM,05:42 AM,07:56 PM,-5,9,11,9,23,8,35,0.0,1015,19,10,270,15
2010-05-25,22,4,0.0,14.2,4,4,81,06:03 PM,03:45 AM,05:42 AM,07:57 PM,-3,14,14,14,16,11,35,0.0,1013,22,10,209,11
2010-05-26,21,8,0.0,14.2,4,4,89,07:09 PM,04:24 AM,05:41 AM,07:57 PM,3,13,14,13,24,18,50,0.0,1012,21,10,243,17
2010-05-27,19,8,0.0,14.2,4,4,96,08:12 PM,05:10 AM,05:41 AM,07:58 PM,3,12,13,12,22,16,55,0.0,1013,19,10,243,16
2010-05-28,19,7,0.0,14.2,4,4,100,09:09 PM,06:01 AM,05:41 AM,07:59 PM,-3,10,12,10,23,5,41,0.0,1015,19,10,284,17
2010-05-29,26,7,0.0,14.2,5,5,89,09:59 PM,06:56 AM,05:40 AM,07:59 PM,-7,15,16,15,16,0,25,0.0,1015,26,10,194,10
2010-05-30,31,10,0.0,14.5,6,6,82,10:41 PM,07:55 AM,05:40 AM,08:00 PM,-6,20,20,20,17,0,20,0.0,1012,31,10,176,10
2010-05-31,30,12,0.0,14.5,6,6,78,11:18 PM,08:54 AM,05:39 AM,08:00 PM,-5,21,21,21,19,6,18,0.0,1012,30,10,262,13
2010-06-01,27,14,0.0,14.5,5,5,63,11:50 PM,09:53 AM,05:39 AM,08:01 PM,5,19,20,19,24,12,40,0.0,1012,27,10,264,18
2010-06-02,34,13,0.0,14.5,6,6,55,No moonrise,10:50 AM,05:39 AM,08:02 PM,4,21,21,22,17,10,35,0.0,1012,34,10,243,12
2010-06-03,29,14,0.0,14.5,6,6,48,12:18 AM,11:46 AM,05:39 AM,08:02 PM,6,22,21,22,26,12,37,0.7,1011,29,10,281,18
2010-06-04,33,16,0.0,14.5,6,6,40,12:44 AM,12:42 PM,05:38 AM,08:03 PM,7,23,23,23,25,1,38,0.0,1011,33,10,282,19
2010-06-05,39,16,0.0,14.5,7,7,32,01:10 AM,01:38 PM,05:38 AM,08:03 PM,7,26,26,26,18,0,33,0.0,1012,39,10,286,12
2010-06-06,36,17,0.0,14.5,7,7,25,01:36 AM,02:34 PM,05:38 AM,08:04 PM,6,26,26,26,21,1,31,0.0,1013,36,10,277,14
2010-06-07,33,18,0.0,14.5,6,6,17,02:04 AM,03:33 PM,05:38 AM,08:04 PM,5,24,24,25,26,1,31,0.0,1011,33,10,266,19
2010-06-08,32,17,0.0,14.5,6,6,10,02:34 AM,04:34 PM,05:38 AM,08:05 PM,3,23,23,24,26,2,26,0.0,1011,32,10,264,18
2010-06-09,29,16,0.0,14.5,6,6,2,03:09 AM,05:38 PM,05:37 AM,08:05 PM,2,21,21,21,33,5,29,0.0,1012,29,10,276,24
2010-06-10,24,13,0.0,13.4,5,5,0,03:51 AM,06:43 PM,05:37 AM,08:06 PM,-1,16,17,16,34,12,31,0.0,1010,24,10,274,26
2010-06-11,25,10,0.0,14.5,5,5,0,04:40 AM,07:47 PM,05:37 AM,08:06 PM,-1,16,17,16,22,12,33,0.0,1010,25,10,293,16
2010-06-12,29,12,0.0,14.5,5,5,0,05:39 AM,08:45 PM,05:37 AM,08:07 PM,-0,20,19,20,15,5,28,0.0,1012,29,10,248,9
2010-06-13,33,13,0.0,14.5,6,6,5,06:44 AM,09:38 PM,05:37 AM,08:07 PM,0,21,21,22,14,5,26,0.0,1016,33,10,260,8
2010-06-14,34,14,0.0,14.5,6,6,13,07:55 AM,10:22 PM,05:37 AM,08:07 PM,-1,24,24,24,18,2,21,0.0,1013,34,10,263,11
