date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2018-01-17,17,9,0.0,10.5,4,4,0,08:20 AM,06:54 PM,07:59 AM,06:05 PM,0,13,13,13,7,9,43,0.0,1023,17,10,82,4
2018-01-18,19,9,0.0,10.5,4,4,6,09:00 AM,07:49 PM,07:59 AM,06:06 PM,1,14,14,14,15,16,41,0.0,1018,19,10,212,9
2018-01-19,12,5,0.0,10.5,3,3,13,09:38 AM,08:44 PM,07:58 AM,06:07 PM,2,7,10,7,33,12,60,0.0,1014,12,10,269,23
2018-01-20,8,3,0.0,10.5,2,2,20,10:12 AM,09:42 PM,07:58 AM,06:08 PM,-4,1,5,1,30,23,54,0.0,1018,8,10,291,22
2018-01-21,8,1,0.0,10.5,2,2,28,10:45 AM,10:39 PM,07:58 AM,06:09 PM,-6,4,5,4,9,12,47,0.0,1026,8,10,227,5
2018-01-22,11,2,0.0,10.5,3,3,35,11:18 AM,11:38 PM,07:57 AM,06:10 PM,-6,6,7,6,9,13,42,0.0,1025,11,10,237,6
2018-01-23,14,4,0.0,10.0,3,3,42,11:51 AM,No moonset,07:57 AM,06:11 PM,-5,8,8,8,6,26,40,0.0,1023,14,10,112,4
2018-01-24,14,6,0.0,10.0,3,3,49,12:25 PM,12:39 AM,07:56 AM,06:12 PM,-5,8,10,8,16,31,36,0.0,1019,14,10,112,9
2018-01-25,10,4,0.0,10.6,3,3,57,01:04 PM,01:42 AM,07:56 AM,06:13 PM,-4,4,7,4,35,17,45,0.0,1017,10,10,264,24
2018-01-26,11,2,0.0,10.6,3,3,64,01:46 PM,02:46 AM,07:55 AM,06:14 PM,-7,4,6,4,14,2,40,0.0,1024,11,10,239,9
2018-01-27,14,4,0.0,10.6,3,3,71,02:35 PM,03:53 AM,07:54 AM,06:15 PM,-5,7,8,7,11,6,43,0.0,1026,14,10,211,6
2018-01-28,19,6,0.0,10.6,4,4,78,03:31 PM,04:59 AM,07:54 AM,06:16 PM,-7,12,12,12,15,0,27,0.0,1026,19,10,58,10
2018-01-29,19,8,0.0,10.6,4,4,86,04:33 PM,06:04 AM,07:53 AM,06:17 PM,-7,14,14,14,12,25,24,0.0,1024,19,10,91,7
2018-01-30,19,10,0.0,10.0,4,4,93,05:41 PM,07:04 AM,07:52 AM,06:18 PM,-5,14,14,14,11,32,26,0.0,1019,19,10,120,6
2018-01-31,20,9,0.0,10.7,4,4,97,06:50 PM,07:57 AM,07:52 AM,06:19 PM,-3,14,14,14,11,0,32,0.0,1016,20,10,225,5
2018-02-01,21,9,0.0,10.7,4,4,88,08:00 PM,08:44 AM,07:51 AM,06:20 PM,-4,15,15,15,12,9,29,0.0,1018,21,10,128,7
2018-02-02,21,11,0.0,10.7,5,5,81,09:07 PM,09:26 AM,07:50 AM,06:21 PM,-2,15,15,15,11,17,30,0.0,1020,21,10,120,7
2018-02-03,22,11,0.0,10.7,5,5,73,10:11 PM,10:04 AM,07:49 AM,06:22 PM,-1,16,16,16,11,2,32,0.0,1020,22,10,186,7
2018-02-04,22,10,0.0,10.7,5,5,66,11:14 PM,10:39 AM,07:49 AM,06:23 PM,-1,16,16,16,8,16,33,0.0,1018,22,10,232,4
2018-02-05,21,11,0.0,10.8,5,5,58,No moonrise,11:13 AM,07:48 AM,06:24 PM,0,16,16,16,18,3,36,0.0,1015,21,10,227,10
2018-02-06,20,9,0.0,10.8,4,4,51,12:13 AM,11:47 AM,07:47 AM,06:25 PM,-2,14,15,14,18,5,35,0.0,1017,20,10,166,11
2018-02-07,19,8,0.0,10.8,4,4,43,01:11 AM,12:21 PM,07:46 AM,06:27 PM,-6,14,13,14,8,0,26,0.0,1024,19,10,121,5
2018-02-08,21,9,0.0,10.8,4,4,36,02:07 AM,12:58 PM,07:45 AM,06:28 PM,-6,15,15,15,8,0,24,0.0,1021,21,10,208,5
2018-02-09,23,11,0.0,10.9,5,5,28,03:02 AM,01:37 PM,07:44 AM,06:29 PM,-1,16,16,16,19,2,33,0.0,1015,23,10,249,10
2018-02-10,21,11,0.0,10.9,4,4,20,03:55 AM,02:19 PM,07:43 AM,06:30 PM,-2,14,15,14,36,7,33,0.0,1011,21,10,259,24
2018-02-11,15,5,0.0,10.9,4,4,13,04:45 AM,03:06 PM,07:42 AM,06:31 PM,-13,9,10,9,23,2,19,0.0,1013,15,10,136,14
2018-02-12,12,4,0.0,10.9,3,3,5,05:34 AM,03:55 PM,07:41 AM,06:31 PM,-3,5,8,5,27,7,47,0.0,1010,12,10,264,20
2018-02-13,11,3,0.0,10.9,3,3,0,06:18 AM,04:47 PM,07:40 AM,06:32 PM,-6,4,7,4,28,16,40,0.0,1021,11,10,42,20
2018-02-14,14,7,0.0,10.9,3,3,0,06:59 AM,05:42 PM,07:39 AM,06:33 PM,-1,8,9,8,19,27,49,0.3,1019,14,10,154,12
2018-02-15,14,4,0.0,11.0,3,3,0,07:38 AM,06:38 PM,07:38 AM,06:34 PM,-4,7,9,7,19,2,42,0.0,1021,14,10,164,13
2018-02-16,14,4,0.0,11.0,3,3,2,08:13 AM,07:36 PM,07:37 AM,06:35 PM,-11,9,9,9,7,2,24,0.0,1022,14,10,159,5
2018-02-17,17,5,0.0,11.0,4,4,10,08:47 AM,08:34 PM,07:36 AM,06:36 PM,-9,10,11,10,12,0,25,0.0,1019,17,10,147,7
2018-02-18,17,7,0.0,11.0,4,4,17,09:20 AM,09:33 PM,07:35 AM,06:37 PM,-1,9,12,9,45,3,44,0.0,1010,17,10,255,30
2018-02-19,5,0,0.0,11.0,2,2,25,09:53 AM,10:33 PM,07:34 AM,06:38 PM,-10,-4,2,-4,44,2,41,0.0,1013,5,10,287,34
2018-02-20,7,-2,0.0,11.1,2,2,32,10:27 AM,11:35 PM,07:33 AM,06:39 PM,-14,0,2,0,13,1,31,0.0,1021,7,10,238,9
2018-02-21,8,1,0.0,11.1,2,2,40,11:04 AM,No moonset,07:31 AM,06:40 PM,-12,2,4,2,15,17,29,0.0,1021,8,10,281,9
2018-02-22,10,1,0.0,11.1,2,2,47,11:44 AM,12:37 AM,07:30 AM,06:41 PM,-8,1,5,1,31,3,39,0.0,1021,10,10,263,23
2018-02-23,6,-0,0.0,11.1,2,2,55,12:28 PM,01:42 AM,07:29 AM,06:42 PM,-8,-2,3,-2,32,2,47,0.0,1024,6,10,291,24
2018-02-24,11,-1,0.0,11.2,2,2,62,01:19 PM,02:46 AM,07:28 AM,06:43 PM,-10,1,4,1,21,9,38,0.0,1026,11,10,259,15
2018-02-25,11,1,0.0,11.2,3,3,70,02:16 PM,03:49 AM,07:27 AM,06:44 PM,-7,4,6,4,14,2,42,0.0,1023,11,10,178,9
2018-02-26,14,3,0.0,11.2,3,3,77,03:20 PM,04:48 AM,07:25 AM,06:45 PM,-5,5,8,5,32,19,43,0.0,1014,14,10,245,23
2018-02-27,7,1,0.0,11.2,2,2,85,04:27 PM,05:44 AM,07:24 AM,06:46 PM,-4,1,4,1,19,13,56,0.3,1015,7,10,269,14
2018-02-28,12,1,0.0,11.2,3,3,93,05:36 PM,06:32 AM,07:23 AM,06:47 PM,-5,4,6,4,23,12,47,0.0,1021,12,10,262,16
2018-03-01,14,5,0.0,11.3,3,3,96,06:44 PM,07:17 AM,07:22 AM,06:48 PM,-0,5,9,5,31,31,55,0.0,1019,14,10,232,23
2018-03-02,12,6,0.0,8.6,3,3,100,07:51 PM,07:56 AM,07:20 AM,06:48 PM,4,5,9,5,39,43,72,0.2,1015,12,10,222,29
2018-03-03,10,3,0.0,11.3,3,3,89,08:55 PM,08:33 AM,07:19 AM,06:49 PM,0,2,6,2,36,31,66,0.2,1016,10,10,241,27
2018-03-04,9,0,0.0,11.3,3,3,82,09:57 PM,09:08 AM,07:18 AM,06:50 PM,-9,2,5,2,19,6,38,0.0,1023,9,10,186,13
2018-03-05,13,4,0.0,11.4,3,3,74,10:57 PM,09:43 AM,07:16 AM,06:51 PM,-11,6,8,6,17,9,25,0.0,1023,13,10,97,11
2018-03-06,17,6,0.0,11.4,4,4,67,11:56 PM,10:17 AM,07:15 AM,06:52 PM,-11,10,11,10,18,34,22,0.0,1020,17,10,45,11
2018-03-07,18,10,0.0,10.1,4,4,60,No moonrise,10:54 AM,07:14 AM,06:53 PM,-13,13,13,13,16,28,16,0.0,1018,18,10,95,9
2018-03-08,21,9,0.0,10.1,4,4,53,12:52 AM,11:33 AM,07:12 AM,06:54 PM,-4,14,15,14,24,20,28,0.0,1017,21,10,274,15
2018-03-09,21,11,0.0,11.4,5,5,45,01:47 AM,12:14 PM,07:11 AM,06:55 PM,-1,14,15,14,30,12,33,0.0,1014,21,10,270,19
2018-03-10,13,10,0.0,5.7,3,3,38,02:39 AM,12:59 PM,07:09 AM,06:55 PM,6,11,12,11,13,87,65,4.7,1014,13,9,241,9
2018-03-11,16,9,0.0,11.5,4,4,31,03:28 AM,01:48 PM,07:08 AM,06:56 PM,7,13,13,13,7,28,67,0.2,1018,16,9,108,6
2018-03-12,20,12,0.0,11.5,5,5,24,04:13 AM,02:39 PM,07:07 AM,06:57 PM,7,16,16,16,14,29,56,0.0,1018,20,10,154,10
2018-03-13,20,13,0.0,11.5,5,5,16,04:56 AM,03:33 PM,07:05 AM,06:58 PM,9,15,15,15,31,22,65,0.0,1015,20,10,229,23
2018-03-14,14,9,0.0,11.6,4,4,9,05:36 AM,04:28 PM,07:04 AM,06:59 PM,3,8,11,8,35,21,60,0.0,1013,14,10,242,27
2018-03-15,11,6,0.0,11.6,3,3,2,06:12 AM,05:26 PM,07:02 AM,07:00 PM,-2,5,8,5,35,20,50,0.2,1014,11,9,272,27
2018-03-16,13,4,0.0,11.6,3,3,0,06:47 AM,06:24 PM,07:01 AM,07:01 PM,0,5,8,5,33,14,58,0.0,1014,13,10,243,26
2018-03-17,12,4,0.0,11.6,3,3,0,07:21 AM,07:24 PM,07:00 AM,07:01 PM,-3,3,7,3,28,16,50,0.0,1015,12,10,258,22
2018-03-18,12,3,0.0,10.3,3,3,5,07:54 AM,08:25 PM,06:58 AM,07:02 PM,-5,7,8,7,10,29,42,0.0,1020,12,10,226,8
2018-03-19,16,7,0.0,10.3,4,4,13,08:28 AM,09:28 PM,06:57 AM,07:03 PM,-7,11,11,11,14,15,29,0.0,1019,16,10,108,9
2018-03-20,16,10,0.0,8.9,4,4,20,09:04 AM,10:31 PM,06:55 AM,07:04 PM,-4,12,12,12,8,56,36,2.3,1016,16,10,192,6
2018-03-21,14,11,0.0,6.3,3,3,27,09:43 AM,11:36 PM,06:54 AM,07:05 PM,8,12,12,12,12,84,76,4.9,1015,14,10,237,9
2018-03-22,14,10,0.0,10.3,4,4,34,10:26 AM,No moonset,06:53 AM,07:06 PM,9,10,12,10,30,59,80,3.4,1014,14,8,228,23
2018-03-23,17,8,0.0,11.6,4,4,42,11:15 AM,12:39 AM,06:51 AM,07:06 PM,2,10,12,10,27,5,53,0.1,1018,17,10,259,20
2018-03-24,14,6,0.0,11.6,3,3,49,12:09 PM,01:43 AM,06:50 AM,07:07 PM,-2,6,9,6,31,19,47,0.0,1015,14,10,263,24
2018-03-25,11,4,0.0,11.6,3,3,56,01:09 PM,02:42 AM,06:48 AM,07:08 PM,-2,3,7,3,35,3,53,0.0,1015,11,10,276,27
2018-03-26,14,4,0.0,11.6,3,3,63,02:13 PM,03:37 AM,06:47 AM,07:09 PM,-6,6,9,6,23,6,41,0.0,1018,14,10,236,16
2018-03-27,18,6,0.0,11.6,4,4,71,03:19 PM,04:26 AM,06:45 AM,07:10 PM,-5,11,12,11,15,1,34,0.0,1021,18,10,179,9
2018-03-28,22,10,0.0,11.6,5,5,78,04:26 PM,05:11 AM,06:44 AM,07:10 PM,-1,16,16,16,13,2,35,0.0,1019,22,10,228,8
2018-03-29,23,12,0.0,11.6,5,5,85,05:32 PM,05:51 AM,06:43 AM,07:11 PM,2,18,18,18,16,3,34,0.0,1018,23,10,244,10
2018-03-30,25,14,0.0,11.6,5,5,93,06:36 PM,06:28 AM,06:41 AM,07:12 PM,1,20,20,20,18,0,29,0.0,1018,25,10,200,11
2018-03-31,25,14,0.0,7.7,4,4,96,07:40 PM,07:03 AM,06:40 AM,07:13 PM,-2,20,19,20,20,82,24,0.0,1015,25,10,256,15
2018-04-01,24,15,0.0,11.6,5,5,89,08:41 PM,07:38 AM,06:38 AM,07:14 PM,4,19,19,19,23,6,39,0.0,1011,24,10,272,16
2018-04-02,23,13,0.0,11.6,5,5,81,09:42 PM,08:13 AM,06:37 AM,07:14 PM,3,16,17,16,35,5,42,0.0,1009,23,10,277,25
2018-04-03,23,12,0.0,10.3,5,5,74,10:40 PM,08:49 AM,06:36 AM,07:15 PM,4,17,17,17,15,21,43,0.0,1014,23,10,219,10
2018-04-04,24,14,0.0,11.6,5,5,66,11:37 PM,09:27 AM,06:34 AM,07:16 PM,3,19,19,19,21,27,39,0.0,1015,24,10,263,14
2018-04-05,25,14,0.0,11.6,5,5,59,No moonrise,10:08 AM,06:33 AM,07:17 PM,5,18,19,18,28,10,42,0.0,1014,25,10,277,20
2018-04-06,24,13,0.0,11.6,5,5,51,12:30 AM,10:52 AM,06:31 AM,07:18 PM,7,17,18,17,42,15,50,0.0,1012,24,10,274,32
2018-04-07,21,13,0.0,11.6,5,5,44,01:21 AM,11:39 AM,06:30 AM,07:18 PM,10,17,18,17,37,19,63,0.2,1012,21,10,271,28
2018-04-08,21,9,0.0,11.6,4,4,36,02:08 AM,12:29 PM,06:29 AM,07:19 PM,3,14,15,14,21,0,48,0.0,1015,21,10,217,15
2018-04-09,27,13,0.0,11.6,5,5,28,02:52 AM,01:22 PM,06:27 AM,07:20 PM,-5,20,19,20,13,4,24,0.0,1017,27,10,158,9
2018-04-10,29,18,0.0,11.6,6,6,21,03:33 AM,02:16 PM,06:26 AM,07:21 PM,-5,22,22,23,25,12,19,0.0,1016,29,10,186,17
2018-04-11,25,14,0.0,11.6,5,5,13,04:09 AM,03:13 PM,06:25 AM,07:22 PM,4,18,19,18,34,8,41,0.0,1012,25,10,259,26
2018-04-12,13,7,0.0,11.6,3,3,6,04:45 AM,04:11 PM,06:23 AM,07:23 PM,-3,6,10,6,51,1,43,0.0,1017,13,10,290,41
2018-04-13,19,5,0.0,11.6,4,4,0,05:19 AM,05:11 PM,06:22 AM,07:23 PM,-6,11,12,11,16,5,32,0.0,1025,19,10,211,11
2018-04-14,24,10,0.0,11.6,5,5,0,05:52 AM,06:11 PM,06:21 AM,07:24 PM,-4,17,17,17,15,15,28,0.0,1022,24,10,206,10
2018-04-15,24,14,0.0,11.6,5,5,0,06:26 AM,07:15 PM,06:19 AM,07:25 PM,-3,18,18,18,30,51,24,0.0,1013,24,10,239,21
2018-04-16,15,5,0.0,11.6,4,4,1,07:02 AM,08:19 PM,06:18 AM,07:26 PM,-1,7,10,7,38,10,45,0.0,1014,15,10,259,31
2018-04-17,16,2,0.0,11.6,3,3,9,07:40 AM,09:25 PM,06:17 AM,07:27 PM,-9,8,9,8,15,0,32,0.0,1021,16,10,212,11
2018-04-18,19,8,0.0,11.6,4,4,17,08:23 AM,10:31 PM,06:16 AM,07:27 PM,-6,13,13,13,23,15,27,0.0,1015,19,10,169,18
2018-04-19,12,6,0.0,11.6,3,3,24,09:11 AM,11:37 PM,06:14 AM,07:28 PM,-2,6,9,6,41,5,47,0.0,1015,12,10,277,32
2018-04-20,21,6,0.0,11.6,4,4,32,10:04 AM,No moonset,06:13 AM,07:29 PM,0,13,14,13,18,0,43,0.0,1019,21,10,272,12
2018-04-21,26,12,0.0,11.6,5,5,39,11:03 AM,12:38 AM,06:12 AM,07:30 PM,2,20,20,20,15,14,35,0.0,1017,26,10,241,9
2018-04-22,28,16,0.0,11.6,6,6,47,12:06 PM,01:35 AM,06:11 AM,07:31 PM,2,21,21,22,21,17,31,0.0,1013,28,10,259,14
2018-04-23,29,16,0.0,11.6,6,6,54,01:11 PM,02:25 AM,06:10 AM,07:32 PM,-0,22,22,22,23,0,24,0.0,1014,29,10,262,15
2018-04-24,28,15,0.0,9.1,6,6,62,02:16 PM,03:10 AM,06:08 AM,07:32 PM,2,22,22,22,16,46,28,0.0,1014,28,10,215,11
2018-04-25,29,16,0.0,11.6,6,6,69,03:21 PM,03:51 AM,06:07 AM,07:33 PM,5,22,22,22,18,23,37,0.0,1015,29,10,246,12
2018-04-26,28,16,0.0,11.6,6,6,77,04:24 PM,04:27 AM,06:06 AM,07:34 PM,7,22,22,22,23,4,40,0.0,1013,28,10,249,17
2018-04-27,24,14,0.0,11.6,5,5,85,05:27 PM,05:02 AM,06:05 AM,07:35 PM,2,18,18,18,34,0,37,0.0,1013,24,10,267,26
2018-04-28,22,10,0.0,11.6,5,5,92,06:28 PM,05:36 AM,06:04 AM,07:36 PM,2,14,15,14,36,0,43,0.0,1011,22,10,273,28
2018-04-29,19,8,0.0,11.6,4,4,100,07:29 PM,06:10 AM,06:03 AM,07:36 PM,2,11,13,11,45,1,49,0.0,1012,19,10,275,34
2018-04-30,19,8,0.0,11.6,4,4,100,08:27 PM,06:45 AM,06:02 AM,07:37 PM,2,11,13,11,29,3,52,0.0,1012,19,10,269,23
2018-05-01,15,9,0.0,11.6,4,4,89,09:25 PM,07:22 AM,06:01 AM,07:38 PM,3,9,11,9,28,39,56,0.0,1010,15,10,267,23
2018-05-02,19,8,0.0,13.4,4,4,82,10:21 PM,08:02 AM,06:00 AM,07:39 PM,2,13,14,13,24,17,48,0.0,1014,19,10,269,19
2018-05-03,25,11,0.0,13.8,5,5,75,11:14 PM,08:44 AM,05:59 AM,07:40 PM,2,17,18,17,15,2,40,0.0,1020,25,10,223,10
2018-05-04,28,15,0.0,13.8,6,6,68,No moonrise,09:31 AM,05:58 AM,07:41 PM,-0,22,21,22,14,2,26,0.0,1020,28,10,174,9
2018-05-05,30,17,0.0,13.3,6,6,60,12:03 AM,10:20 AM,05:57 AM,07:41 PM,-0,23,23,24,15,36,22,0.0,1015,30,10,198,10
2018-05-06,31,18,0.0,12.2,5,5,53,12:48 AM,11:12 AM,05:56 AM,07:42 PM,2,24,24,24,23,57,29,0.0,1014,31,10,248,17
2018-05-07,30,17,0.0,13.9,6,6,46,01:30 AM,12:05 PM,05:55 AM,07:43 PM,4,23,23,23,24,2,32,0.0,1015,30,10,274,17
2018-05-08,32,17,0.0,11.0,5,5,39,02:07 AM,01:01 PM,05:54 AM,07:44 PM,5,24,24,25,17,41,30,0.0,1014,32,10,277,11
2018-05-09,33,19,0.0,13.9,6,6,31,02:43 AM,01:57 PM,05:53 AM,07:45 PM,5,25,25,25,32,1,29,0.0,1012,33,10,285,23
2018-05-10,28,15,0.0,13.3,6,6,24,03:17 AM,02:55 PM,05:52 AM,07:45 PM,5,21,21,21,31,19,36,0.0,1009,28,10,274,23
2018-05-11,24,16,0.0,14.0,5,5,17,03:50 AM,03:55 PM,05:51 AM,07:46 PM,5,19,19,19,43,0,40,0.0,1006,24,10,261,33
2018-05-12,22,12,0.0,14.0,5,5,9,04:22 AM,04:57 PM,05:51 AM,07:47 PM,2,16,16,16,29,3,40,0.0,1011,22,10,249,22
2018-05-13,22,11,0.0,14.0,5,5,2,04:57 AM,06:01 PM,05:50 AM,07:48 PM,3,16,17,16,23,3,42,0.0,1013,22,10,254,18
2018-05-14,24,12,0.0,14.0,5,5,0,05:34 AM,07:07 PM,05:49 AM,07:49 PM,5,18,18,18,19,3,45,0.0,1013,24,10,206,14
2018-05-15,25,13,0.0,14.0,5,5,0,06:15 AM,08:15 PM,05:48 AM,07:49 PM,5,19,19,19,25,1,43,0.0,1014,25,10,241,19
2018-05-16,25,12,0.0,14.0,5,5,5,07:02 AM,09:24 PM,05:47 AM,07:50 PM,2,17,18,17,30,0,37,0.0,1014,25,10,259,23
2018-05-17,24,11,0.0,14.0,5,5,12,07:54 AM,10:29 PM,05:47 AM,07:51 PM,2,16,17,16,32,1,37,0.0,1012,24,10,271,24
2018-05-18,26,12,0.0,14.1,5,5,19,08:53 AM,11:30 PM,05:46 AM,07:52 PM,4,19,19,19,25,2,39,0.0,1011,26,10,266,19
2018-05-19,26,14,0.0,14.1,5,5,27,09:57 AM,No moonset,05:45 AM,07:52 PM,8,20,20,20,24,2,48,0.0,1010,26,10,270,18
2018-05-20,26,14,0.0,13.4,5,5,34,11:03 AM,12:23 AM,05:45 AM,07:53 PM,5,19,19,19,27,42,40,0.0,1010,26,10,258,21
2018-05-21,23,14,0.0,14.1,5,5,41,12:09 PM,01:11 AM,05:44 AM,07:54 PM,6,18,18,18,27,41,46,0.0,1009,23,10,256,22
2018-05-22,25,13,0.0,14.1,5,5,48,01:14 PM,01:53 AM,05:44 AM,07:55 PM,5,19,19,19,22,6,41,0.0,1010,25,10,253,16
2018-05-23,26,15,0.0,14.1,6,6,56,02:17 PM,02:30 AM,05:43 AM,07:55 PM,9,20,21,20,22,4,49,0.0,1012,26,10,240,17
2018-05-24,25,15,0.0,14.1,5,5,63,03:20 PM,03:05 AM,05:42 AM,07:56 PM,7,19,19,19,23,1,50,0.0,1015,25,10,230,18
2018-05-25,20,11,0.0,14.2,4,4,70,04:20 PM,03:38 AM,05:42 AM,07:57 PM,5,14,15,14,34,7,53,0.0,1016,20,10,252,27
2018-05-26,20,10,0.0,14.2,4,4,78,05:20 PM,04:11 AM,05:41 AM,07:57 PM,4,14,15,14,33,5,52,0.0,1014,20,10,270,26
2018-05-27,25,11,0.0,14.2,5,5,85,06:18 PM,04:45 AM,05:41 AM,07:58 PM,6,19,19,19,15,7,44,0.0,1013,25,10,265,11
2018-05-28,30,16,0.0,14.2,6,6,92,07:16 PM,05:21 AM,05:41 AM,07:59 PM,7,23,23,24,15,2,35,0.0,1012,30,10,236,10
2018-05-29,32,20,0.0,14.2,7,7,99,08:13 PM,05:59 AM,05:40 AM,07:59 PM,5,26,26,26,19,26,27,0.0,1009,32,10,234,14
2018-05-30,29,19,0.0,14.5,6,6,100,09:07 PM,06:40 AM,05:40 AM,08:00 PM,10,24,24,23,31,12,43,0.0,1007,29,10,245,25
2018-05-31,25,14,0.0,14.5,5,5,89,09:58 PM,07:25 AM,05:39 AM,08:01 PM,2,19,19,19,35,13,35,0.0,1010,25,10,254,27
2018-06-01,29,11,0.0,14.5,6,6,74,10:44 PM,08:13 AM,05:39 AM,08:01 PM,-0,20,20,20,20,0,28,0.0,1014,29,10,205,13
2018-06-02,34,18,0.0,14.5,7,7,67,11:28 PM,09:04 AM,05:39 AM,08:02 PM,-1,26,26,27,23,0,20,0.0,1014,34,10,172,14
2018-06-03,36,21,0.0,14.5,7,7,59,No moonrise,09:57 AM,05:39 AM,08:02 PM,2,27,27,29,22,0,19,0.0,1011,36,10,265,14
2018-06-04,35,22,0.0,14.5,7,7,52,12:06 AM,10:51 AM,05:38 AM,08:03 PM,6,28,28,28,26,9,26,0.0,1009,35,10,264,18
2018-06-05,32,19,0.0,14.5,7,7,44,12:42 AM,11:47 AM,05:38 AM,08:03 PM,7,25,25,25,31,3,31,0.0,1009,32,10,252,22
2018-06-06,30,17,0.0,14.5,6,6,36,01:16 AM,12:43 PM,05:38 AM,08:04 PM,3,22,22,23,31,1,29,0.0,1009,30,10,247,23
2018-06-07,29,14,0.0,14.5,6,6,29,01:49 AM,01:41 PM,05:38 AM,08:04 PM,2,21,21,22,28,2,29,0.0,1012,29,10,264,20
2018-06-08,33,16,0.0,14.5,6,6,21,02:20 AM,02:40 PM,05:38 AM,08:05 PM,3,23,23,24,21,0,28,0.0,1012,33,10,234,14
2018-06-09,30,17,0.0,14.5,6,6,14,02:53 AM,03:42 PM,05:37 AM,08:05 PM,3,22,22,23,37,2,29,0.0,1011,30,10,276,28
2018-06-10,27,13,0.0,14.5,6,6,6,03:28 AM,04:46 PM,05:37 AM,08:06 PM,1,20,20,20,27,3,30,0.0,1011,27,10,284,20
2018-06-11,34,15,0.0,14.5,7,7,0,04:06 AM,05:53 PM,05:37 AM,08:06 PM,1,24,24,25,19,0,23,0.0,1010,34,10,226,12
2018-06-12,36,20,0.0,14.5,7,7,0,04:50 AM,07:02 PM,05:37 AM,08:07 PM,2,27,27,28,19,0,19,0.0,1009,36,10,258,12
2018-06-13,36,22,0.0,14.5,7,7,0,05:40 AM,08:10 PM,05:37 AM,08:07 PM,5,28,28,29,28,0,23,0.0,1008,36,10,248,19
2018-06-14,34,22,0.0,14.5,7,7,1,06:37 AM,09:15 PM,05:37 AM,08:07 PM,4,27,27,28,35,3,22,0.0,1007,34,10,251,25
2018-06-15,32,20,0.0,14.5,7,7,9,07:40 AM,10:14 PM,05:37 AM,08:08 PM,3,25,25,26,35,5,25,0.0,1006,32,10,238,25
